task_id,machine_id,operator_id,task_type,task_complexity,material_type,quantity_m3,target_depth_m,haul_distance_m,weather,temperature_c,rainfall_mm,wind_speed_kmh,ground_condition,operator_skill,operator_experience_yrs,previous_similar_tasks,previous_avg_completion_min,machine_age_yrs,engine_hours,bucket_capacity_m3,avg_engine_load_pct,machine_efficiency_pct,estimated_time_min,actual_completion_time_min,completed,date
118,EXC002,OP007,Earth Excavation,Low,Clay,73.6,3.7,52.3,Cloudy,26.5,0.0,5.7,Frozen,Beginner,12.5,249,72.8,2.5,5255.0,1.0,81.0,93.7,83.6,80.0,1,2024-01-26 00:00:00
119,EXC005,OP001,Demolition,Low,Soil,219.8,5.1,13.4,Rainy,5.9,2.8,12.8,Dry,Beginner,3.9,238,120.3,8.4,5230.0,1.0,72.0,81.5,306.6,300.0,1,2024-02-05 00:00:00
120,EXC004,OP001,Demolition,Low,Gravel,122.1,2.5,54.5,Windy,22.1,0.0,26.3,Muddy,Expert,4.9,63,111.4,4.1,4508.0,1.0,56.7,93.8,170.1,177.3,1,2024-03-27 00:00:00
121,EXC004,OP006,Grading,Low,Soil,247.2,0.7,76.1,Sunny,7.7,0.0,8.9,Wet,Expert,11.5,178,44.5,5.7,329.0,1.0,94.6,73.5,94.3,88.3,1,2024-09-09 00:00:00
122,EXC002,OP008,Compaction,Medium,Mixed,152.3,2.1,36.3,Cloudy,39.5,0.0,10.2,Frozen,Beginner,14.6,116,41.9,6.5,6542.0,1.0,71.9,68.5,112.1,105.8,1,2024-02-15 00:00:00
123,EXC004,OP008,Compaction,High,Mixed,189.7,0.9,70.7,Sunny,28.4,0.0,11.4,Dry,Expert,12.5,96,32.1,10.9,7117.0,1.2,81.4,96.6,83.1,74.1,1,2024-06-30 00:00:00
124,EXC004,OP010,Earth Excavation,Low,Clay,155.7,0.8,43.4,Rainy,26.6,29.3,9.9,Muddy,Intermediate,10.9,7,51.8,9.8,9525.0,1.2,78.1,82.7,138.0,140.8,1,2024-11-14 00:00:00
125,EXC002,OP006,Trenching,Low,Rock,191.5,5.1,61.4,Rainy,26.9,16.9,6.7,Dry,Beginner,13.0,110,89.1,11.0,6333.0,1.0,52.3,69.7,295.4,300.0,1,2024-12-10 00:00:00
126,EXC003,OP002,Earth Excavation,Low,Rock,200.0,4.9,15.5,Sunny,27.5,0.0,14.4,Frozen,Expert,6.3,297,70.9,1.2,11095.0,1.0,89.8,82.2,157.6,136.8,1,2024-01-13 00:00:00
127,EXC005,OP003,Compaction,High,Rock,41.7,5.7,94.0,Windy,24.7,0.0,42.1,Muddy,Beginner,7.2,29,43.8,6.6,1609.0,1.0,60.5,92.6,137.7,143.3,1,2024-05-25 00:00:00
128,EXC003,OP009,Grading,High,Rock,63.2,5.5,90.7,Windy,35.7,0.0,41.6,Muddy,Beginner,9.5,272,51.7,9.8,8348.0,2.0,50.7,96.6,85.8,86.6,1,2024-07-05 00:00:00
129,EXC002,OP005,Earth Excavation,Medium,Gravel,146.1,2.6,97.1,Cloudy,11.4,0.0,4.8,Frozen,Beginner,4.8,193,74.9,8.4,6092.0,0.8,92.8,74.4,290.6,288.6,0,2024-10-24 00:00:00
130,EXC003,OP010,Grading,Medium,Sand,162.9,2.7,8.9,Sunny,8.7,0.0,9.8,Muddy,Beginner,14.9,111,36.3,0.7,6779.0,1.2,83.8,92.3,86.3,72.0,1,2024-02-14 00:00:00
131,EXC002,OP005,Material Loading,Low,Clay,72.8,0.5,47.3,Windy,17.4,0.0,18.3,Wet,Beginner,7.0,267,28.0,6.3,9258.0,1.5,79.4,69.1,18.9,31.9,1,2024-07-26 00:00:00
132,EXC004,OP004,Demolition,Medium,Rock,195.8,0.7,18.7,Windy,27.7,0.0,21.6,Muddy,Intermediate,10.2,93,107.0,5.6,10662.0,1.2,86.9,81.3,273.3,266.6,1,2024-11-10 00:00:00
133,EXC002,OP005,Demolition,High,Rock,80.2,5.6,59.3,Windy,20.6,0.0,38.0,Frozen,Expert,5.5,24,109.4,4.7,3048.0,2.0,72.3,94.3,143.7,150.2,1,2024-04-01 00:00:00
134,EXC004,OP005,Compaction,Medium,Clay,156.5,5.2,32.6,Rainy,37.6,36.5,12.0,Muddy,Expert,10.1,118,38.4,12.8,11919.0,1.5,68.9,91.9,93.5,91.2,1,2024-07-25 00:00:00
135,EXC001,OP005,Compaction,Low,Clay,116.7,1.9,51.7,Windy,34.8,0.0,54.8,Muddy,Intermediate,1.5,184,30.1,8.8,5714.0,1.0,70.1,78.2,113.8,113.9,1,2024-09-10 00:00:00
136,EXC005,OP010,Compaction,Low,Rock,63.8,3.7,32.1,Rainy,32.3,11.9,10.1,Frozen,Intermediate,4.2,70,54.7,7.9,11394.0,2.0,67.2,93.9,39.8,41.5,1,2024-11-13 00:00:00
137,EXC003,OP001,Compaction,Medium,Soil,186.1,3.1,89.8,Cloudy,13.5,0.0,2.6,Muddy,Expert,9.8,74,38.4,14.6,3118.0,1.0,56.3,93.4,104.1,108.8,1,2024-07-07 00:00:00
138,EXC002,OP003,Grading,High,Sand,66.9,4.6,79.5,Cloudy,10.1,0.0,5.9,Wet,Expert,13.4,165,53.9,0.5,3725.0,1.2,75.0,76.0,49.0,46.1,1,2024-09-14 00:00:00
139,EXC003,OP007,Demolition,Low,Clay,198.3,2.5,79.4,Windy,12.6,0.0,19.3,Muddy,Beginner,7.7,217,109.5,1.0,2859.0,0.8,87.7,67.7,311.2,300.0,1,2024-07-25 00:00:00
140,EXC001,OP006,Grading,Medium,Gravel,99.5,0.9,94.8,Windy,21.5,0.0,43.8,Frozen,Intermediate,12.7,46,49.4,14.9,2109.0,0.8,86.0,94.3,119.6,120.7,1,2024-07-06 00:00:00
141,EXC003,OP007,Grading,Low,Rock,170.3,2.4,25.6,Sunny,30.6,0.0,10.3,Frozen,Beginner,8.3,250,39.6,14.1,4748.0,1.2,53.4,89.4,120.8,124.5,1,2024-07-13 00:00:00
142,EXC004,OP006,Compaction,High,Sand,43.5,3.8,16.3,Cloudy,14.1,0.0,4.9,Frozen,Beginner,11.1,62,48.1,3.2,2156.0,1.2,52.0,93.8,31.3,44.3,1,2024-04-13 00:00:00
143,EXC002,OP007,Trenching,Medium,Soil,179.4,0.8,95.8,Windy,41.3,0.0,47.0,Frozen,Beginner,7.2,220,86.2,3.7,9788.0,1.2,60.0,79.9,226.2,221.6,1,2024-06-29 00:00:00
144,EXC005,OP005,Trenching,Medium,Rock,125.3,2.9,28.3,Rainy,12.7,29.4,3.5,Dry,Beginner,1.4,93,91.8,11.6,4642.0,1.5,67.1,79.2,217.5,223.8,1,2024-08-29 00:00:00
145,EXC001,OP003,Trenching,High,Soil,145.6,2.2,14.9,Cloudy,20.3,0.0,1.9,Frozen,Intermediate,6.5,10,82.2,8.6,11182.0,1.0,78.0,80.1,200.2,205.3,1,2024-04-30 00:00:00
146,EXC004,OP004,Grading,Medium,Soil,150.9,2.3,57.1,Sunny,13.2,0.0,0.4,Dry,Beginner,14.1,170,36.7,2.1,1697.0,0.8,56.6,97.4,97.0,104.3,1,2024-12-21 00:00:00
147,EXC002,OP002,Demolition,Medium,Gravel,234.9,1.3,99.7,Cloudy,19.0,0.0,9.7,Dry,Intermediate,14.5,170,105.0,1.3,11090.0,1.0,81.7,69.9,238.9,231.1,1,2024-04-03 00:00:00
148,EXC002,OP008,Demolition,High,Soil,31.6,1.4,69.0,Cloudy,7.2,0.0,8.8,Muddy,Expert,10.4,173,122.2,9.0,4509.0,2.0,81.4,84.6,50.4,45.8,1,2024-06-21 00:00:00
149,EXC004,OP006,Compaction,Low,Mixed,247.1,1.7,82.4,Sunny,11.2,0.0,4.3,Muddy,Beginner,6.6,287,49.1,5.2,9621.0,0.8,89.4,70.1,198.7,201.9,1,2024-09-08 00:00:00
150,EXC003,OP010,Earth Excavation,Medium,Soil,205.4,5.8,14.6,Cloudy,26.9,0.0,3.9,Dry,Expert,8.4,76,61.7,5.1,3545.0,2.0,75.8,71.0,71.6,62.5,1,2024-07-03 00:00:00
151,EXC005,OP006,Trenching,Medium,Sand,222.5,3.9,31.4,Rainy,8.7,30.3,1.0,Dry,Expert,4.0,48,74.6,1.4,6677.0,2.0,77.5,91.1,100.9,94.5,1,2024-10-28 00:00:00
152,EXC002,OP006,Grading,Low,Clay,212.4,3.8,28.3,Windy,32.6,0.0,14.2,Frozen,Expert,11.7,77,48.9,9.1,1507.0,0.8,53.6,89.8,137.8,125.0,1,2024-04-11 00:00:00
153,EXC002,OP003,Compaction,High,Clay,81.6,2.7,75.5,Sunny,22.5,0.0,8.6,Muddy,Beginner,5.1,257,47.4,2.5,3350.0,2.0,77.1,77.5,60.8,60.6,1,2024-02-17 00:00:00
154,EXC002,OP001,Compaction,High,Gravel,169.8,2.6,92.8,Windy,33.3,0.0,32.4,Dry,Beginner,11.4,236,44.3,14.6,5640.0,0.8,78.9,95.3,196.6,198.2,1,2024-10-12 00:00:00
155,EXC003,OP008,Demolition,Medium,Rock,77.4,2.0,61.8,Rainy,21.4,12.2,13.2,Dry,Beginner,5.9,54,107.3,7.0,5034.0,1.5,82.9,79.8,210.2,204.7,1,2024-01-05 00:00:00
156,EXC005,OP010,Demolition,Medium,Rock,88.8,1.7,15.8,Sunny,29.4,0.0,11.7,Muddy,Beginner,11.5,239,93.6,5.1,2622.0,1.5,70.4,83.0,148.4,136.4,1,2024-01-18 00:00:00
157,EXC001,OP005,Trenching,Medium,Gravel,239.7,1.6,96.1,Cloudy,33.2,0.0,9.6,Dry,Beginner,10.3,56,79.2,5.3,7828.0,1.2,92.2,75.0,223.6,224.2,1,2024-02-25 00:00:00
158,EXC003,OP003,Earth Excavation,High,Sand,65.7,2.3,36.5,Windy,21.8,0.0,19.5,Wet,Expert,3.3,37,61.2,8.4,1721.0,1.0,81.0,96.2,81.5,84.0,1,2024-09-20 00:00:00
159,EXC005,OP002,Grading,High,Gravel,112.8,2.2,21.4,Sunny,41.9,0.0,1.0,Dry,Expert,12.5,213,49.9,9.8,8874.0,0.8,88.6,71.1,68.3,78.4,1,2024-06-25 00:00:00
160,EXC004,OP006,Trenching,Low,Soil,98.7,5.9,96.6,Windy,10.3,0.0,45.7,Dry,Expert,9.2,240,90.6,10.5,1335.0,2.0,58.5,67.5,74.0,57.9,1,2024-12-25 00:00:00
161,EXC002,OP006,Material Loading,Low,Soil,31.0,3.3,94.0,Windy,14.5,0.0,34.6,Muddy,Intermediate,3.0,218,41.0,1.3,1150.0,2.0,88.9,69.7,14.7,15.9,1,2024-03-19 00:00:00
162,EXC001,OP010,Grading,High,Rock,63.9,5.6,77.3,Cloudy,39.1,0.0,13.8,Muddy,Intermediate,9.9,63,41.0,14.0,5117.0,0.8,50.2,67.1,212.7,204.2,1,2024-10-15 00:00:00
163,EXC001,OP006,Compaction,Low,Mixed,32.9,2.0,36.4,Rainy,15.1,40.6,11.4,Wet,Intermediate,10.6,203,40.1,2.5,9732.0,2.0,58.8,86.4,36.0,14.6,1,2024-07-06 00:00:00
164,EXC005,OP005,Earth Excavation,Low,Soil,108.1,2.3,90.3,Cloudy,25.8,0.0,13.8,Frozen,Beginner,4.8,183,71.2,2.2,6763.0,1.0,65.5,91.5,124.5,117.6,1,2024-04-08 00:00:00
165,EXC002,OP006,Compaction,Low,Clay,97.9,3.6,9.1,Windy,7.9,0.0,44.8,Dry,Beginner,1.5,68,35.6,7.4,4197.0,0.8,58.5,90.2,126.7,118.2,1,2024-09-08 00:00:00
166,EXC001,OP008,Compaction,Medium,Sand,147.3,2.3,15.0,Rainy,29.6,1.7,4.1,Frozen,Beginner,1.9,11,53.1,3.3,7737.0,1.2,78.3,78.9,105.6,116.1,1,2024-07-30 00:00:00
167,EXC005,OP010,Trenching,Medium,Soil,139.3,3.1,7.5,Windy,39.9,0.0,26.0,Wet,Expert,4.2,14,92.1,15.0,8681.0,1.0,52.8,65.8,173.2,166.2,1,2024-10-13 00:00:00
168,EXC005,OP005,Grading,Medium,Clay,52.4,1.0,34.6,Cloudy,5.5,0.0,6.5,Dry,Beginner,10.8,27,49.6,12.1,7331.0,1.5,88.1,78.4,47.1,39.4,0,2024-04-10 00:00:00
169,EXC005,OP001,Earth Excavation,Low,Rock,145.4,5.4,32.8,Cloudy,24.3,0.0,5.1,Dry,Intermediate,12.4,150,73.7,2.8,1421.0,1.5,80.2,91.3,71.8,73.2,1,2024-11-22 00:00:00
170,EXC004,OP001,Earth Excavation,Low,Clay,153.3,3.1,69.4,Sunny,29.7,0.0,4.8,Wet,Beginner,5.5,175,63.3,9.0,7238.0,1.0,64.2,75.9,181.9,185.9,0,2024-11-21 00:00:00
171,EXC001,OP003,Demolition,High,Soil,123.4,0.6,92.0,Sunny,21.8,0.0,14.3,Wet,Intermediate,4.7,167,106.4,13.1,11084.0,1.5,59.1,87.6,182.6,177.4,1,2024-05-24 00:00:00
172,EXC003,OP008,Compaction,Low,Mixed,233.9,0.9,15.5,Rainy,30.6,32.4,1.0,Dry,Beginner,12.6,123,45.2,8.1,10905.0,1.5,89.5,91.8,60.7,75.8,1,2024-08-28 00:00:00
173,EXC003,OP009,Grading,Medium,Gravel,81.1,3.9,79.7,Sunny,7.1,0.0,12.8,Wet,Beginner,13.0,120,42.7,5.5,7976.0,0.8,56.9,82.4,111.6,108.2,1,2024-03-06 00:00:00
174,EXC002,OP010,Grading,High,Mixed,153.6,2.3,35.6,Cloudy,5.3,0.0,8.9,Dry,Expert,4.3,44,52.4,3.2,677.0,0.8,66.4,94.0,121.9,123.9,1,2024-10-26 00:00:00
175,EXC003,OP004,Compaction,Medium,Gravel,248.0,4.8,94.1,Sunny,38.4,0.0,0.3,Dry,Beginner,12.0,2,41.0,7.0,9517.0,1.0,63.0,89.8,149.4,153.5,1,2024-10-24 00:00:00
176,EXC004,OP010,Material Loading,Medium,Rock,151.6,2.9,83.5,Windy,38.6,0.0,56.6,Muddy,Intermediate,8.7,164,48.4,6.9,8522.0,1.2,87.7,83.6,116.2,116.5,1,2024-11-08 00:00:00
177,EXC004,OP008,Material Loading,Low,Gravel,196.8,2.7,86.1,Windy,20.3,0.0,38.5,Dry,Expert,0.5,170,38.0,9.9,8674.0,0.8,72.3,91.7,113.7,98.7,1,2024-03-30 00:00:00
178,EXC001,OP010,Demolition,Medium,Mixed,67.9,3.5,77.7,Windy,24.3,0.0,53.4,Frozen,Expert,2.1,279,106.6,6.0,6170.0,1.5,69.5,68.6,127.6,131.9,1,2024-01-07 00:00:00
179,EXC004,OP006,Earth Excavation,Low,Gravel,80.2,3.8,19.7,Rainy,16.2,44.4,8.2,Wet,Expert,13.3,141,75.9,3.8,4094.0,1.5,71.6,97.9,47.7,36.3,1,2024-02-23 00:00:00
180,EXC003,OP010,Grading,Low,Clay,233.7,3.9,53.9,Sunny,31.3,0.0,7.6,Frozen,Expert,13.6,4,55.9,3.2,11686.0,1.2,86.5,93.4,81.2,80.5,1,2024-02-21 00:00:00
181,EXC003,OP009,Demolition,Medium,Clay,210.4,1.9,75.8,Cloudy,7.7,0.0,11.5,Muddy,Intermediate,12.0,274,123.2,6.3,8725.0,1.0,86.0,77.9,303.6,300.0,1,2024-03-24 00:00:00
182,EXC001,OP004,Compaction,Medium,Soil,221.3,5.4,95.4,Cloudy,21.2,0.0,4.3,Dry,Intermediate,2.4,150,32.3,7.8,2797.0,2.0,92.1,65.1,93.0,80.5,1,2024-08-27 00:00:00
183,EXC001,OP002,Grading,Medium,Soil,182.8,2.5,20.2,Windy,16.9,0.0,58.2,Frozen,Intermediate,9.5,250,48.8,4.5,5521.0,0.8,80.1,83.5,139.8,141.9,1,2024-10-02 00:00:00
184,EXC004,OP005,Demolition,Medium,Gravel,43.6,5.0,25.6,Windy,34.8,0.0,36.7,Wet,Intermediate,4.5,201,100.0,0.9,9827.0,1.2,57.9,66.7,120.8,109.7,1,2024-11-09 00:00:00
185,EXC005,OP004,Demolition,Low,Mixed,99.9,1.0,20.1,Cloudy,20.4,0.0,13.2,Muddy,Beginner,1.3,267,115.2,3.6,10918.0,1.2,80.6,72.9,178.6,178.0,1,2024-11-18 00:00:00
186,EXC001,OP004,Material Loading,High,Gravel,203.9,5.3,35.6,Rainy,26.1,13.9,0.8,Wet,Beginner,11.2,228,54.3,3.0,5223.0,1.0,71.9,71.1,164.3,152.6,0,2024-05-19 00:00:00
187,EXC005,OP005,Trenching,Medium,Gravel,195.4,2.8,33.4,Sunny,6.8,0.0,0.4,Frozen,Intermediate,6.7,172,82.8,13.3,3080.0,1.2,80.8,67.0,192.0,189.4,1,2024-09-18 00:00:00
188,EXC005,OP006,Demolition,Low,Sand,217.5,5.1,74.4,Windy,34.7,0.0,56.7,Frozen,Intermediate,7.4,216,111.9,9.8,6276.0,1.5,88.3,79.2,217.7,230.1,1,2024-09-16 00:00:00
189,EXC005,OP009,Grading,High,Clay,157.4,1.4,97.6,Windy,14.4,0.0,46.2,Wet,Intermediate,12.0,56,65.3,6.9,2692.0,1.2,88.5,81.9,142.2,142.2,1,2024-07-30 00:00:00
190,EXC001,OP003,Trenching,High,Soil,195.3,3.1,37.7,Rainy,14.7,13.9,13.9,Muddy,Expert,2.9,240,74.5,14.8,4058.0,1.2,54.0,73.2,258.5,263.6,1,2024-08-29 00:00:00
191,EXC003,OP002,Grading,High,Rock,209.9,4.9,51.7,Windy,31.1,0.0,13.9,Wet,Expert,11.5,250,48.7,14.4,1203.0,1.2,92.0,72.5,154.0,163.8,1,2024-08-14 00:00:00
192,EXC001,OP007,Compaction,Low,Clay,63.8,3.6,67.0,Rainy,29.0,38.9,6.2,Wet,Beginner,4.5,81,48.6,0.7,2638.0,0.8,64.1,70.9,127.9,127.5,1,2024-12-07 00:00:00
193,EXC001,OP004,Demolition,Medium,Mixed,43.6,2.9,42.1,Sunny,20.8,0.0,4.2,Frozen,Intermediate,10.4,188,122.4,12.7,9269.0,1.2,74.2,66.0,96.7,100.5,1,2024-08-20 00:00:00
194,EXC004,OP006,Grading,Medium,Rock,133.4,2.1,46.8,Cloudy,30.4,0.0,0.6,Muddy,Expert,12.0,21,48.8,4.6,8254.0,1.2,78.9,86.5,82.4,79.2,1,2024-03-27 00:00:00
195,EXC001,OP003,Grading,Medium,Gravel,116.0,3.8,25.9,Cloudy,34.8,0.0,6.6,Frozen,Intermediate,10.7,8,42.5,1.7,5746.0,2.0,80.4,76.3,45.3,41.6,1,2024-09-01 00:00:00
196,EXC003,OP009,Material Loading,Low,Rock,56.4,6.0,44.2,Windy,5.1,0.0,57.6,Dry,Beginner,0.8,263,33.6,6.6,8666.0,0.8,91.2,88.5,81.2,89.6,1,2024-12-05 00:00:00
197,EXC003,OP006,Grading,Low,Mixed,145.1,5.6,63.9,Rainy,16.5,20.0,2.0,Wet,Intermediate,3.3,211,46.6,2.6,9761.0,1.5,73.9,77.4,89.9,90.4,1,2024-02-27 00:00:00
198,EXC002,OP001,Grading,Low,Rock,117.1,2.2,54.3,Windy,25.2,0.0,43.0,Frozen,Beginner,6.7,19,61.4,3.7,10429.0,1.0,65.6,95.5,150.0,145.4,1,2024-02-20 00:00:00
199,EXC005,OP009,Grading,Medium,Sand,37.9,3.2,30.0,Rainy,17.7,32.5,7.5,Dry,Intermediate,1.9,57,50.7,1.6,2391.0,2.0,77.4,70.9,12.3,21.5,1,2024-02-11 00:00:00
200,EXC001,OP007,Material Loading,Medium,Mixed,45.2,3.8,99.0,Rainy,40.0,5.3,5.9,Frozen,Expert,5.1,100,38.2,2.4,8399.0,1.5,62.3,76.4,31.5,28.9,1,2024-12-14 00:00:00
201,EXC003,OP010,Demolition,Medium,Sand,74.5,0.8,18.2,Sunny,23.3,0.0,9.8,Muddy,Beginner,1.8,70,115.0,6.9,7059.0,1.0,66.7,67.4,182.3,193.2,1,2024-07-17 00:00:00
202,EXC001,OP003,Material Loading,High,Soil,33.1,1.0,48.1,Windy,17.6,0.0,19.0,Wet,Beginner,10.9,170,17.1,5.7,10252.0,1.0,60.8,82.8,34.3,36.8,1,2024-08-11 00:00:00
203,EXC004,OP005,Demolition,Low,Clay,154.3,3.5,28.8,Windy,21.8,0.0,14.4,Muddy,Beginner,11.0,94,118.8,3.7,2482.0,1.2,90.6,91.3,233.8,232.1,1,2024-05-22 00:00:00
204,EXC003,OP001,Grading,Low,Rock,57.3,2.7,34.8,Windy,36.3,0.0,28.9,Muddy,Beginner,12.4,225,49.5,6.9,9091.0,1.2,56.1,95.5,60.2,60.0,1,2024-09-18 00:00:00
205,EXC005,OP002,Trenching,High,Clay,212.2,5.2,32.8,Rainy,40.3,19.8,12.0,Wet,Intermediate,14.5,175,81.9,10.7,2106.0,1.2,55.3,91.0,253.1,258.4,1,2024-05-27 00:00:00
206,EXC005,OP007,Grading,Medium,Rock,119.5,4.1,59.5,Windy,10.8,0.0,32.5,Dry,Beginner,5.9,264,47.6,4.5,8805.0,0.8,63.9,82.8,190.1,185.3,1,2024-03-06 00:00:00
207,EXC003,OP010,Compaction,High,Gravel,78.2,2.3,61.2,Windy,28.0,0.0,44.3,Wet,Beginner,13.6,167,47.1,4.8,7973.0,1.2,63.8,94.9,89.7,75.9,1,2024-04-24 00:00:00
208,EXC005,OP006,Trenching,Medium,Sand,198.9,2.0,61.0,Windy,37.0,0.0,25.9,Frozen,Intermediate,7.5,126,76.3,14.3,9619.0,1.2,89.9,77.7,205.2,200.4,1,2024-10-18 00:00:00
209,EXC004,OP005,Grading,High,Sand,142.3,3.3,6.9,Rainy,23.6,42.8,10.6,Dry,Intermediate,12.0,10,49.2,6.2,6442.0,1.5,67.2,80.7,74.7,79.0,1,2024-12-25 00:00:00
210,EXC004,OP004,Trenching,Medium,Gravel,157.8,0.5,91.2,Cloudy,7.6,0.0,6.8,Wet,Intermediate,3.5,49,62.3,8.1,3507.0,1.2,88.7,78.1,176.6,177.9,1,2024-07-14 00:00:00
211,EXC001,OP001,Demolition,High,Clay,94.9,4.8,57.8,Rainy,27.6,49.3,9.8,Wet,Expert,13.5,209,116.0,11.0,1703.0,2.0,71.8,95.3,127.5,127.0,1,2024-03-27 00:00:00
212,EXC004,OP006,Earth Excavation,Medium,Sand,91.6,3.4,16.2,Windy,37.7,0.0,18.8,Muddy,Intermediate,2.0,8,65.2,3.5,9714.0,2.0,54.8,85.3,64.8,60.3,1,2024-06-12 00:00:00
213,EXC005,OP002,Compaction,High,Clay,55.0,3.6,22.6,Cloudy,30.1,0.0,1.1,Dry,Intermediate,14.7,4,43.3,10.4,2344.0,1.0,65.1,70.0,64.8,56.7,1,2024-05-29 00:00:00
214,EXC004,OP010,Trenching,High,Mixed,200.1,0.9,21.3,Rainy,19.2,43.4,8.1,Dry,Intermediate,10.0,158,79.1,11.9,9972.0,1.5,71.4,81.8,163.6,166.8,1,2024-03-12 00:00:00
215,EXC003,OP009,Trenching,Medium,Clay,146.8,5.2,11.7,Sunny,6.1,0.0,7.0,Dry,Beginner,14.4,266,71.8,4.5,11518.0,1.5,62.7,92.0,97.1,93.1,1,2024-01-10 00:00:00
216,EXC001,OP010,Compaction,Medium,Mixed,219.7,1.7,9.0,Cloudy,20.0,0.0,12.9,Wet,Beginner,4.7,234,48.1,10.7,287.0,2.0,66.0,85.3,68.0,70.9,1,2024-03-19 00:00:00
217,EXC002,OP006,Demolition,Medium,Clay,46.5,3.7,81.9,Sunny,19.9,0.0,6.7,Wet,Beginner,9.0,141,121.1,8.2,8319.0,2.0,82.1,97.9,78.9,78.8,1,2024-10-08 00:00:00
218,EXC004,OP004,Demolition,Low,Gravel,86.9,5.0,5.3,Sunny,27.9,0.0,14.0,Muddy,Expert,11.9,12,100.5,12.9,4884.0,1.5,87.1,83.2,86.8,83.4,1,2024-01-22 00:00:00
219,EXC002,OP010,Material Loading,High,Clay,236.7,0.9,50.0,Windy,36.1,0.0,13.5,Frozen,Beginner,0.8,243,26.0,0.9,6233.0,1.2,55.7,69.1,140.8,149.2,1,2024-06-14 00:00:00
220,EXC003,OP004,Demolition,High,Gravel,45.0,4.1,9.9,Cloudy,38.0,0.0,10.4,Frozen,Intermediate,14.3,226,112.3,5.1,5937.0,0.8,83.4,73.0,142.3,146.0,1,2024-06-22 00:00:00
221,EXC003,OP010,Material Loading,Low,Sand,56.1,3.3,20.7,Cloudy,26.8,0.0,2.5,Dry,Beginner,11.0,7,27.3,3.3,10776.0,1.0,73.5,75.6,15.9,36.2,1,2024-07-06 00:00:00
222,EXC004,OP010,Earth Excavation,High,Sand,197.3,3.4,67.1,Sunny,18.3,0.0,6.6,Muddy,Intermediate,3.1,233,63.5,11.5,2053.0,1.0,85.0,91.3,242.5,233.7,1,2024-08-05 00:00:00
223,EXC002,OP006,Material Loading,Medium,Rock,111.7,0.8,75.5,Windy,10.6,0.0,22.9,Frozen,Beginner,11.7,0,30.7,8.3,365.0,1.0,73.0,75.1,130.9,106.7,1,2024-07-17 00:00:00
224,EXC001,OP006,Trenching,Medium,Soil,97.8,5.5,84.0,Sunny,18.8,0.0,8.6,Dry,Beginner,8.7,137,76.2,12.5,2988.0,0.8,63.3,75.0,225.1,227.1,1,2024-02-10 00:00:00
225,EXC002,OP010,Compaction,Medium,Rock,34.5,5.1,97.5,Cloudy,29.2,0.0,9.9,Wet,Intermediate,8.2,175,51.8,5.3,1958.0,1.5,52.0,92.2,33.6,37.2,1,2024-11-11 00:00:00
226,EXC005,OP008,Earth Excavation,Medium,Soil,81.8,5.5,31.5,Cloudy,29.0,0.0,0.6,Muddy,Expert,7.7,127,52.9,10.0,6529.0,2.0,60.7,92.3,40.4,44.2,1,2024-03-29 00:00:00
227,EXC004,OP007,Grading,Low,Clay,93.4,3.4,54.9,Windy,36.5,0.0,59.8,Dry,Beginner,2.1,143,52.0,4.4,4420.0,2.0,72.2,93.3,51.4,55.1,1,2024-01-03 00:00:00
228,EXC004,OP010,Earth Excavation,Medium,Rock,196.4,2.3,61.0,Windy,24.1,0.0,53.9,Wet,Expert,2.3,185,58.1,2.2,3744.0,0.8,69.4,74.9,281.6,279.1,1,2024-10-09 00:00:00
229,EXC003,OP010,Material Loading,High,Soil,179.9,1.8,57.3,Rainy,33.5,15.9,9.8,Dry,Expert,7.5,199,50.3,7.8,1263.0,0.8,89.0,69.7,113.6,117.0,1,2024-02-22 00:00:00
230,EXC004,OP009,Material Loading,Medium,Clay,189.7,2.1,11.7,Rainy,30.3,0.1,10.1,Frozen,Beginner,4.1,110,54.8,11.3,9283.0,1.0,82.6,65.8,154.5,156.6,1,2024-10-23 00:00:00
231,EXC005,OP009,Grading,Medium,Mixed,151.8,3.7,33.8,Windy,37.4,0.0,18.1,Dry,Beginner,5.8,246,44.6,12.8,2450.0,1.0,53.6,81.1,143.5,141.4,1,2024-09-03 00:00:00
232,EXC002,OP007,Compaction,Medium,Sand,171.6,5.4,27.4,Sunny,23.4,0.0,10.9,Muddy,Intermediate,3.4,274,47.6,3.6,11741.0,2.0,69.6,71.0,47.5,51.3,1,2024-12-26 00:00:00
233,EXC004,OP010,Material Loading,High,Sand,77.9,1.1,97.5,Cloudy,37.0,0.0,4.6,Frozen,Expert,10.3,86,29.0,7.3,4013.0,1.2,56.1,83.1,48.5,40.9,1,2024-12-02 00:00:00
234,EXC001,OP001,Demolition,Medium,Soil,102.8,1.6,30.2,Rainy,15.1,22.4,4.9,Muddy,Beginner,4.4,51,124.4,9.9,826.0,2.0,65.3,87.8,152.7,152.8,0,2024-06-21 00:00:00
235,EXC005,OP010,Material Loading,Low,Gravel,77.3,2.2,49.1,Windy,36.2,0.0,50.1,Muddy,Expert,2.3,261,43.0,2.3,5117.0,1.5,89.7,68.5,24.7,30.2,1,2024-02-29 00:00:00
