log_id,fuel_level_pct,fuel_available_l,engine_load_pct,temperature_c,ground_condition,task_type,task_duration_est_min,consumption_l_per_hour,fuel_needed_l,fuel_after_task_l,fuel_after_task_pct,range_km,distance_to_station_km,can_complete_task,can_reach_station,risk_level
213,79.3,325.1,64.8,30.5,Dry,Demolition,196.7,27.67,90.7,234.4,57.2,99.9,17.71,1,1,LOW
214,68.8,282.1,95.7,19.8,Muddy,Material Loading,247.4,27.86,114.9,167.2,40.8,86.1,25.54,1,1,LOW
215,48.7,199.7,52.5,34.8,Wet,Earth Excavation,75.6,23.38,29.5,170.2,41.5,72.6,31.53,1,1,LOW
216,90.0,369.0,55.8,9.4,Dry,Demolition,63.2,26.47,27.9,341.1,83.2,118.5,10.28,1,1,LOW
217,55.3,226.7,91.2,35.4,Dry,Compaction,69.1,21.82,25.1,201.6,49.2,88.3,18.21,1,1,LOW
218,19.0,77.9,55.9,17.3,Wet,Earth Excavation,174.1,24.78,71.9,6.0,1.5,26.7,35.4,0,0,CRITICAL
219,50.7,207.9,85.4,34.9,Dry,Compaction,145.5,21.54,52.2,155.7,38.0,82.0,41.12,1,1,LOW
220,39.3,161.1,50.2,23.7,Wet,Material Loading,87.5,21.9,31.9,129.2,31.5,62.5,37.71,1,1,LOW
221,30.9,126.7,47.6,22.6,Muddy,Trenching,123.4,27.36,56.3,70.4,17.2,39.4,12.18,1,1,LOW
222,93.4,382.9,68.9,30.7,Dry,Demolition,299.7,27.94,139.6,243.3,59.3,116.5,30.87,1,1,LOW
223,91.3,374.3,85.9,23.4,Frozen,Earth Excavation,24.4,30.29,12.3,362.0,88.3,105.0,24.12,1,1,LOW
224,43.7,179.2,73.0,27.1,Muddy,Demolition,50.4,34.16,28.7,150.5,36.7,44.6,11.65,1,1,LOW
225,85.5,350.6,97.7,39.9,Dry,Demolition,108.0,33.26,59.9,290.7,70.9,89.6,20.38,1,1,LOW
226,62.6,256.7,94.5,18.8,Frozen,Grading,103.0,27.54,47.3,209.4,51.1,79.2,8.91,1,1,LOW
227,10.5,43.0,95.1,21.1,Dry,Demolition,210.8,32.08,112.7,0.0,0.0,11.4,10.0,0,1,HIGH
228,82.1,336.6,55.4,41.5,Frozen,Earth Excavation,209.8,26.68,93.3,243.3,59.3,107.2,40.82,1,1,LOW
229,31.2,127.9,95.9,15.6,Dry,Material Loading,141.1,24.06,56.6,71.3,17.4,45.2,13.03,1,1,LOW
230,78.3,321.0,61.9,38.4,Frozen,Trenching,21.2,27.56,9.7,311.3,75.9,99.0,28.77,1,1,LOW
231,8.7,35.7,52.1,25.8,Muddy,Compaction,44.9,21.05,15.8,19.9,4.9,14.4,20.06,0,0,CRITICAL
232,40.3,165.2,51.0,12.8,Muddy,Material Loading,154.2,22.85,58.7,106.5,26.0,61.5,43.16,1,1,LOW
233,70.6,289.5,97.0,21.5,Muddy,Material Loading,278.5,28.13,130.6,158.9,38.8,87.5,12.67,1,1,LOW
234,76.7,314.5,45.7,23.7,Dry,Trenching,71.9,23.11,27.7,286.8,70.0,115.7,23.46,1,1,LOW
235,80.6,330.5,92.6,37.1,Muddy,Trenching,96.8,34.64,55.9,274.6,67.0,81.1,13.11,1,1,LOW
236,94.7,388.3,63.3,14.0,Wet,Demolition,131.8,29.75,65.4,322.9,78.8,110.9,2.24,1,1,LOW
237,65.7,269.4,85.4,13.4,Wet,Demolition,258.3,33.57,144.5,124.9,30.5,68.2,42.49,1,1,LOW
238,9.8,40.2,90.3,17.2,Dry,Grading,232.8,24.96,96.8,0.0,0.0,13.7,6.85,0,1,HIGH
239,94.2,386.2,82.2,22.6,Dry,Demolition,167.7,30.16,84.3,301.9,73.6,108.8,37.37,1,1,LOW
240,76.2,312.4,56.7,9.7,Frozen,Trenching,160.8,27.75,74.4,238.0,58.0,95.7,25.51,1,1,LOW
241,42.5,174.2,85.6,41.5,Frozen,Trenching,226.2,32.81,123.7,50.5,12.3,45.1,34.06,1,1,LOW
242,22.9,93.9,86.1,43.4,Dry,Compaction,277.0,22.84,105.4,0.0,0.0,34.9,49.22,0,0,CRITICAL
243,65.6,269.0,67.5,44.5,Dry,Earth Excavation,135.5,26.53,59.9,209.1,51.0,86.2,43.84,1,1,LOW
244,79.8,327.2,62.2,44.2,Wet,Demolition,104.4,30.65,53.3,273.9,66.8,90.7,38.62,1,1,LOW
245,62.6,256.7,78.2,38.2,Frozen,Earth Excavation,81.6,29.4,40.0,216.7,52.9,74.2,35.74,1,1,LOW
246,52.1,213.6,43.2,18.9,Frozen,Demolition,28.6,27.87,13.3,200.3,48.9,65.1,20.12,1,1,LOW
247,9.8,40.2,83.5,15.3,Muddy,Demolition,228.9,34.88,133.1,0.0,0.0,9.8,44.34,0,0,CRITICAL
248,55.5,227.6,85.2,14.8,Frozen,Trenching,27.6,31.0,14.3,213.3,52.0,62.4,47.95,1,1,LOW
249,65.4,268.1,83.2,26.3,Dry,Material Loading,145.9,23.35,56.8,211.3,51.5,97.6,32.2,1,1,LOW
250,89.4,366.5,87.1,19.0,Frozen,Grading,59.5,27.47,27.2,339.3,82.8,113.4,48.63,1,1,LOW
251,92.6,379.7,59.3,11.8,Wet,Trenching,45.2,26.23,19.8,359.9,87.8,123.0,6.45,1,1,LOW
252,99.0,405.9,44.3,10.3,Muddy,Compaction,182.5,20.96,63.8,342.1,83.4,164.6,38.83,1,1,LOW
253,88.8,364.1,77.0,25.9,Frozen,Compaction,145.3,22.85,55.3,308.8,75.3,135.4,17.63,1,1,LOW
254,21.1,86.5,86.2,15.4,Wet,Earth Excavation,89.0,28.29,42.0,44.5,10.9,26.0,42.18,1,0,MEDIUM
255,70.2,287.8,89.7,8.1,Frozen,Compaction,106.1,24.57,43.4,244.4,59.6,99.6,11.22,1,1,LOW
256,91.4,374.7,57.1,27.8,Dry,Trenching,175.2,25.44,74.3,300.4,73.3,125.2,31.28,1,1,LOW
257,64.2,263.2,47.8,32.7,Muddy,Compaction,211.1,20.83,73.3,189.9,46.3,107.4,4.17,1,1,LOW
258,43.9,180.0,45.0,13.9,Wet,Material Loading,228.0,20.15,76.6,103.4,25.2,75.9,12.23,1,1,LOW
259,56.9,233.3,84.1,23.9,Muddy,Material Loading,193.5,26.38,85.1,148.2,36.1,75.2,46.43,1,1,LOW
260,55.2,226.3,74.9,34.5,Dry,Earth Excavation,164.4,24.93,68.3,158.0,38.5,77.2,24.34,1,1,LOW
261,51.9,212.8,67.2,43.5,Muddy,Material Loading,70.6,25.82,30.4,182.4,44.5,70.1,11.24,1,1,LOW
262,5.1,20.9,65.1,35.8,Muddy,Compaction,29.0,23.47,11.3,9.6,2.3,7.6,28.71,0,0,CRITICAL
263,94.4,387.0,49.7,30.1,Dry,Trenching,199.6,23.41,77.9,309.1,75.4,140.5,20.91,1,1,LOW
264,26.9,110.3,92.5,25.0,Dry,Compaction,257.9,21.57,92.7,17.6,4.3,43.5,49.94,0,0,CRITICAL
265,32.3,132.4,54.5,15.5,Muddy,Grading,298.2,24.84,123.5,8.9,2.2,45.3,49.52,0,0,CRITICAL
266,65.7,269.4,89.9,42.3,Wet,Trenching,168.0,32.91,92.1,177.3,43.2,69.6,41.73,1,1,LOW
267,46.8,191.9,97.2,44.4,Frozen,Demolition,243.6,37.96,154.1,37.8,9.2,43.0,13.82,0,1,HIGH
268,57.0,233.7,72.5,25.2,Muddy,Grading,134.3,26.51,59.3,174.4,42.5,74.9,37.58,1,1,LOW
269,36.4,149.2,47.4,12.5,Muddy,Demolition,145.0,29.61,71.6,77.6,18.9,42.8,11.78,1,1,LOW
270,57.6,236.2,41.2,17.7,Dry,Trenching,203.6,22.62,76.8,159.4,38.9,88.8,14.11,1,1,LOW
271,10.2,41.8,73.7,5.9,Dry,Demolition,63.5,29.05,30.7,11.1,2.7,12.2,30.53,0,0,CRITICAL
272,47.1,193.1,44.2,37.1,Muddy,Demolition,23.1,29.89,11.5,181.6,44.3,54.9,9.34,1,1,LOW
273,57.2,234.5,48.7,13.1,Frozen,Grading,222.9,22.1,82.1,152.4,37.2,90.2,30.17,1,1,LOW
274,51.9,212.8,57.4,24.1,Frozen,Material Loading,82.8,23.24,32.1,180.7,44.1,77.8,2.78,1,1,LOW
275,72.6,297.7,41.1,22.6,Muddy,Grading,190.9,22.07,70.2,227.5,55.5,114.7,38.94,1,1,LOW
276,72.6,297.7,46.0,24.0,Muddy,Grading,88.8,23.2,34.3,263.4,64.2,109.1,2.61,1,1,LOW
277,48.2,197.6,64.0,12.1,Dry,Compaction,279.2,20.02,93.2,104.4,25.5,83.9,10.47,1,1,LOW
278,6.7,27.5,93.6,43.1,Muddy,Earth Excavation,233.6,35.03,136.4,0.0,0.0,6.7,48.52,0,0,CRITICAL
279,97.2,398.5,71.9,8.1,Dry,Demolition,191.9,28.17,90.1,308.4,75.2,120.2,30.93,1,1,LOW
280,59.3,243.1,48.9,34.6,Muddy,Earth Excavation,224.3,26.82,100.3,142.8,34.8,77.0,42.52,1,1,LOW
281,53.4,218.9,58.1,43.8,Dry,Compaction,123.3,19.61,40.3,178.6,43.6,94.9,9.15,1,1,LOW
282,49.1,201.3,94.7,34.4,Dry,Trenching,260.7,28.53,124.0,77.3,18.9,60.0,19.22,1,1,LOW
283,28.0,114.8,75.9,42.1,Dry,Trenching,214.0,28.04,100.0,14.8,3.6,34.8,49.37,0,0,CRITICAL
284,13.4,54.9,79.1,18.6,Wet,Earth Excavation,153.1,28.14,71.8,0.0,0.0,16.6,37.81,0,0,CRITICAL
285,36.8,150.9,89.1,25.8,Wet,Demolition,145.0,33.19,80.2,70.7,17.2,38.6,47.67,1,0,LOW
286,16.0,65.6,91.3,24.6,Wet,Earth Excavation,62.8,29.86,31.3,34.3,8.4,18.7,34.53,0,0,CRITICAL
287,32.2,132.0,48.1,22.6,Muddy,Material Loading,166.1,22.63,62.6,69.4,16.9,49.6,14.34,1,1,LOW
288,63.4,259.9,61.7,31.1,Frozen,Earth Excavation,23.9,26.92,10.7,249.2,60.8,82.1,12.79,1,1,LOW
289,42.4,173.8,87.0,20.1,Frozen,Grading,186.2,27.49,85.3,88.5,21.6,53.7,1.58,1,1,LOW
290,37.8,155.0,64.4,9.0,Dry,Compaction,283.9,20.24,95.8,59.2,14.4,65.1,1.6,1,1,LOW
291,77.6,318.2,56.5,36.5,Muddy,Grading,280.2,24.94,116.5,201.7,49.2,108.4,49.06,1,1,LOW
292,47.3,193.9,71.7,10.9,Frozen,Material Loading,296.5,23.66,116.9,77.0,18.8,69.7,1.3,1,1,LOW
293,85.1,348.9,58.8,24.2,Dry,Demolition,153.0,26.74,68.2,280.7,68.5,110.9,6.98,1,1,LOW
294,52.9,216.9,45.3,21.9,Dry,Demolition,160.7,24.85,66.6,150.3,36.7,74.2,48.57,1,1,LOW
295,52.9,216.9,89.9,22.9,Dry,Trenching,259.5,28.26,122.2,94.7,23.1,65.2,19.8,1,1,LOW
296,97.8,401.0,50.8,17.1,Dry,Earth Excavation,129.7,22.25,48.1,352.9,86.1,153.2,10.41,1,1,LOW
297,22.2,91.0,79.1,15.5,Muddy,Material Loading,117.7,26.05,51.1,39.9,9.7,29.7,35.98,0,0,CRITICAL
298,39.3,161.1,89.5,27.9,Wet,Trenching,272.0,31.1,141.0,20.1,4.9,44.0,17.46,0,1,HIGH
299,52.0,213.2,47.2,14.5,Muddy,Compaction,56.6,21.04,19.8,193.4,47.2,86.1,40.44,1,1,LOW
300,62.6,256.7,81.2,33.5,Muddy,Demolition,115.6,35.31,68.0,188.7,46.0,61.8,8.56,1,1,LOW
301,55.7,228.4,50.3,29.5,Wet,Earth Excavation,279.7,24.04,112.1,116.3,28.4,80.8,13.6,1,1,LOW
302,15.3,62.7,53.9,16.0,Frozen,Earth Excavation,98.2,25.59,41.9,20.8,5.1,20.8,10.05,0,1,HIGH
303,41.6,170.6,59.7,18.1,Wet,Earth Excavation,27.1,25.53,11.5,159.1,38.8,56.8,10.5,1,1,LOW
304,99.1,406.3,93.9,25.2,Frozen,Grading,108.1,28.35,51.1,355.2,86.6,121.8,38.81,1,1,LOW
305,85.2,349.3,91.9,22.4,Dry,Compaction,245.8,22.1,90.5,258.8,63.1,134.3,15.77,1,1,LOW
306,14.0,57.4,97.7,35.8,Dry,Earth Excavation,203.7,28.25,95.9,0.0,0.0,17.3,2.19,0,1,HIGH
307,80.9,331.7,74.9,39.3,Wet,Earth Excavation,97.3,28.65,46.5,285.2,69.6,98.4,21.0,1,1,LOW
308,47.6,195.2,55.4,20.7,Frozen,Material Loading,266.2,22.4,99.4,95.8,23.4,74.1,13.88,1,1,LOW
309,45.5,186.6,59.0,25.1,Dry,Material Loading,92.1,20.38,31.3,155.3,37.9,77.8,25.38,1,1,LOW
310,38.4,157.4,72.8,21.5,Wet,Compaction,91.9,22.05,33.8,123.6,30.1,60.7,48.5,1,1,LOW
311,96.9,397.3,88.6,10.7,Frozen,Grading,67.6,28.22,31.8,365.5,89.1,119.7,41.0,1,1,LOW
312,30.0,123.0,93.9,9.6,Wet,Grading,221.9,26.77,99.0,24.0,5.9,39.1,3.41,0,1,HIGH
313,82.5,338.2,43.9,25.5,Wet,Trenching,205.6,23.9,81.9,256.3,62.5,120.3,6.37,1,1,LOW
314,90.0,369.0,50.8,17.9,Dry,Grading,221.1,20.18,74.4,294.6,71.9,155.4,22.41,1,1,LOW
315,14.9,61.1,98.0,23.2,Wet,Demolition,155.1,35.29,91.2,0.0,0.0,14.7,46.16,0,0,CRITICAL
316,15.8,64.8,93.9,42.9,Wet,Trenching,119.4,33.16,66.0,0.0,0.0,16.6,22.9,0,0,CRITICAL
317,23.1,94.7,92.1,15.1,Wet,Compaction,38.8,24.14,15.6,79.1,19.3,33.3,2.42,1,1,MEDIUM
318,37.2,152.5,78.0,8.8,Frozen,Demolition,229.6,32.78,125.4,27.1,6.6,39.5,43.88,0,0,CRITICAL
319,35.4,145.1,61.4,26.5,Wet,Trenching,37.0,26.86,16.6,128.5,31.3,45.9,18.76,1,1,LOW
320,41.7,171.0,51.4,15.5,Wet,Grading,128.7,21.88,46.9,124.1,30.3,66.4,17.6,1,1,LOW
321,78.3,321.0,62.0,28.5,Wet,Demolition,166.2,29.49,81.7,239.3,58.4,92.5,45.53,1,1,LOW
322,10.6,43.5,64.9,32.9,Muddy,Demolition,148.3,32.02,79.1,0.0,0.0,11.5,5.09,0,1,HIGH
323,17.0,69.7,83.6,25.3,Dry,Compaction,263.4,21.29,93.5,0.0,0.0,27.8,31.63,0,0,CRITICAL
324,76.7,314.5,88.9,39.8,Dry,Earth Excavation,175.7,29.27,85.7,228.8,55.8,91.3,11.21,1,1,LOW
325,66.6,273.1,64.4,12.5,Frozen,Material Loading,217.1,22.83,82.6,190.5,46.5,101.7,10.62,1,1,LOW
326,89.4,366.5,84.3,13.0,Wet,Trenching,292.2,29.31,142.7,223.8,54.6,106.3,35.56,1,1,LOW
327,34.2,140.2,57.3,6.6,Dry,Compaction,32.1,19.63,10.5,129.7,31.6,60.7,0.74,1,1,LOW
328,95.1,389.9,83.9,23.9,Dry,Material Loading,142.1,23.07,54.6,335.3,81.8,143.7,16.57,1,1,LOW
329,46.0,188.6,74.7,40.9,Muddy,Demolition,42.0,35.57,24.9,163.7,39.9,45.1,19.54,1,1,LOW
330,38.5,157.8,56.7,12.0,Dry,Compaction,159.0,19.19,50.9,106.9,26.1,69.9,46.0,1,1,LOW
331,11.4,46.7,63.4,8.2,Wet,Trenching,296.1,28.07,138.5,0.0,0.0,14.1,10.84,0,1,HIGH
332,59.5,243.9,68.9,28.2,Dry,Material Loading,251.5,21.55,90.3,153.6,37.5,96.2,7.36,1,1,LOW
333,70.5,289.1,90.4,19.8,Muddy,Grading,39.4,29.88,19.6,269.5,65.7,82.2,8.93,1,1,LOW
334,74.1,303.8,56.7,33.9,Dry,Earth Excavation,261.5,22.95,100.0,203.8,49.7,112.5,41.86,1,1,LOW
335,7.3,29.9,43.3,39.1,Muddy,Trenching,173.5,27.23,78.7,0.0,0.0,9.3,21.6,0,0,CRITICAL
336,51.4,210.7,69.0,44.6,Wet,Earth Excavation,252.6,29.41,123.8,86.9,21.2,60.9,3.06,1,1,LOW
337,89.2,365.7,78.6,32.4,Frozen,Trenching,137.2,30.16,69.0,296.7,72.4,103.1,18.65,1,1,LOW
338,48.9,200.5,59.0,17.2,Frozen,Trenching,122.2,26.39,53.7,146.8,35.8,64.6,7.92,1,1,LOW
339,62.2,255.0,47.8,32.8,Frozen,Demolition,86.5,28.13,40.6,214.4,52.3,77.1,7.95,1,1,LOW
340,9.5,39.0,84.2,44.5,Wet,Earth Excavation,229.5,31.61,120.9,0.0,0.0,10.5,4.06,0,1,HIGH
341,76.8,314.9,60.8,5.4,Wet,Grading,297.5,22.93,113.7,201.2,49.1,116.7,13.25,1,1,LOW
342,16.8,68.9,72.2,28.9,Dry,Compaction,230.9,19.94,76.7,0.0,0.0,29.4,44.68,0,0,CRITICAL
343,28.5,116.8,72.2,16.9,Frozen,Trenching,280.9,28.89,135.3,0.0,0.0,34.4,34.25,0,1,HIGH
344,44.6,182.9,71.2,24.5,Wet,Earth Excavation,86.3,26.53,38.2,144.7,35.3,58.6,26.62,1,1,LOW
345,93.5,383.4,47.2,12.9,Frozen,Compaction,47.1,18.98,14.9,368.5,89.9,171.7,45.06,1,1,LOW
346,11.5,47.1,80.1,30.3,Wet,Compaction,251.9,22.26,93.5,0.0,0.0,18.0,36.06,0,0,CRITICAL
347,35.6,146.0,80.4,43.3,Dry,Grading,206.0,25.28,86.8,59.2,14.4,49.1,22.14,1,1,LOW
348,99.8,409.2,49.3,13.1,Muddy,Grading,154.8,23.7,61.1,348.1,84.9,146.8,28.79,1,1,LOW
349,43.4,177.9,73.8,28.4,Wet,Grading,221.7,24.48,90.5,87.4,21.3,61.8,32.26,1,1,LOW
350,64.4,264.0,71.2,29.2,Frozen,Earth Excavation,96.5,26.78,43.1,220.9,53.9,83.8,26.61,1,1,LOW
351,69.5,284.9,45.2,28.7,Dry,Trenching,225.5,23.47,88.2,196.7,48.0,103.2,41.46,1,1,LOW
352,61.2,250.9,59.6,22.9,Frozen,Demolition,222.5,30.76,114.1,136.8,33.4,69.3,26.23,1,1,LOW
353,9.8,40.2,48.3,12.7,Dry,Material Loading,284.4,20.06,95.1,0.0,0.0,17.0,25.51,0,0,CRITICAL
354,15.0,61.5,59.6,37.6,Frozen,Material Loading,236.3,22.77,89.7,0.0,0.0,23.0,40.23,0,0,CRITICAL
355,43.2,177.1,43.0,41.9,Frozen,Demolition,166.2,29.28,81.1,96.0,23.4,51.4,27.84,1,1,LOW
356,82.8,339.5,68.9,6.4,Muddy,Compaction,286.1,23.57,112.4,227.1,55.4,122.4,41.54,1,1,LOW
357,10.1,41.4,94.5,42.5,Dry,Grading,199.8,26.5,88.2,0.0,0.0,13.3,23.4,0,0,CRITICAL
358,16.3,66.8,45.6,14.3,Wet,Demolition,60.8,26.46,26.8,40.0,9.8,21.5,11.72,0,1,HIGH
359,25.4,104.1,49.5,27.5,Frozen,Material Loading,195.3,21.38,69.6,34.5,8.4,41.4,45.65,0,0,CRITICAL
360,91.8,376.4,92.3,38.2,Wet,Grading,193.6,28.12,90.7,285.7,69.7,113.8,32.14,1,1,LOW
361,6.6,27.1,95.6,28.4,Dry,Compaction,125.6,22.81,47.7,0.0,0.0,10.1,1.11,0,1,HIGH
362,53.2,218.1,65.3,18.6,Frozen,Trenching,167.7,28.81,80.5,137.6,33.6,64.3,19.08,1,1,LOW
363,21.4,87.7,58.5,16.8,Muddy,Grading,159.8,24.03,64.0,23.7,5.8,31.0,32.37,0,0,CRITICAL
364,32.1,131.6,80.2,6.0,Dry,Trenching,149.8,27.87,69.6,62.0,15.1,40.1,2.03,1,1,LOW
365,69.4,284.5,83.3,25.7,Muddy,Grading,130.9,29.23,63.8,220.7,53.8,82.7,2.54,1,1,LOW
366,67.2,275.5,97.7,5.6,Muddy,Grading,230.3,30.54,117.2,158.3,38.6,76.7,41.43,1,1,LOW
367,63.9,262.0,80.4,39.4,Frozen,Earth Excavation,279.3,29.36,136.7,125.3,30.6,75.9,1.79,1,1,LOW
368,12.3,50.4,51.3,5.2,Muddy,Material Loading,113.6,23.55,44.6,5.8,1.4,18.2,8.72,0,1,HIGH
369,43.2,177.1,84.5,40.7,Frozen,Grading,54.8,27.88,25.5,151.6,37.0,54.0,15.12,1,1,LOW
370,13.4,54.9,63.6,42.7,Muddy,Demolition,135.1,34.62,78.0,0.0,0.0,13.5,33.54,0,0,CRITICAL
371,76.6,314.1,41.8,10.8,Wet,Grading,85.1,20.16,28.6,285.5,69.6,132.4,33.47,1,1,LOW
372,89.2,365.7,87.5,24.7,Wet,Compaction,95.9,24.25,38.8,326.9,79.7,128.2,24.97,1,1,LOW
373,86.8,355.9,87.7,41.1,Wet,Demolition,288.7,35.3,169.9,186.0,45.4,85.7,11.8,1,1,LOW
374,59.3,243.1,64.5,27.4,Wet,Material Loading,100.8,22.85,38.4,204.7,49.9,90.4,12.45,1,1,LOW
375,52.2,214.0,91.5,30.2,Muddy,Grading,140.0,30.08,70.2,143.8,35.1,60.5,23.49,1,1,LOW
376,83.2,341.1,51.5,33.7,Frozen,Compaction,181.0,21.18,63.9,277.2,67.6,136.9,43.21,1,1,LOW
377,88.8,364.1,82.3,36.9,Dry,Grading,257.0,24.53,105.1,259.0,63.2,126.2,49.66,1,1,LOW
378,82.3,337.4,83.2,23.1,Frozen,Demolition,130.4,34.17,74.3,263.1,64.2,83.9,28.49,1,1,LOW
379,26.4,108.2,88.8,20.9,Frozen,Material Loading,88.9,25.74,38.1,70.1,17.1,35.7,24.83,1,1,LOW
380,90.0,369.0,44.1,28.0,Wet,Material Loading,192.0,20.01,64.0,305.0,74.4,156.7,22.64,1,1,LOW
381,49.8,204.2,73.8,25.0,Dry,Material Loading,249.0,21.5,89.2,115.0,28.0,80.7,37.41,1,1,LOW
382,81.1,332.5,89.5,11.1,Dry,Grading,99.9,25.47,42.4,290.1,70.8,111.0,37.09,1,1,LOW
383,68.8,282.1,54.8,25.4,Dry,Demolition,126.8,26.67,56.4,225.7,55.0,89.9,43.85,1,1,LOW
384,88.1,361.2,49.6,37.8,Muddy,Earth Excavation,130.1,26.65,57.8,303.4,74.0,115.2,43.6,1,1,LOW
385,55.6,228.0,62.5,37.5,Muddy,Compaction,151.2,24.37,61.4,166.6,40.6,79.5,44.68,1,1,LOW
386,21.2,86.9,77.3,43.9,Dry,Trenching,89.9,29.45,44.1,42.8,10.4,25.1,7.41,1,1,MEDIUM
387,26.5,108.7,69.2,44.6,Wet,Earth Excavation,175.8,28.98,84.9,23.8,5.8,31.9,25.86,0,1,HIGH
388,38.8,159.1,63.8,11.7,Wet,Compaction,239.7,21.07,84.2,74.9,18.3,64.2,7.26,1,1,LOW
389,89.8,368.2,40.2,17.0,Dry,Grading,113.5,19.5,36.9,331.3,80.8,160.5,13.97,1,1,LOW
390,22.2,91.0,70.7,33.3,Dry,Grading,46.1,23.26,17.9,73.1,17.8,33.3,42.3,1,0,MEDIUM
391,77.7,318.6,60.9,36.3,Dry,Trenching,72.3,24.93,30.0,288.6,70.4,108.6,25.1,1,1,LOW
392,26.4,108.2,82.0,38.5,Dry,Earth Excavation,267.0,27.73,123.4,0.0,0.0,33.2,39.98,0,0,CRITICAL
393,71.4,292.7,79.1,26.0,Wet,Grading,277.4,24.91,115.2,177.5,43.3,99.9,5.48,1,1,LOW
394,11.9,48.8,94.8,22.8,Dry,Compaction,255.5,22.94,97.7,0.0,0.0,18.1,49.55,0,0,CRITICAL
395,81.0,332.1,91.5,7.0,Dry,Compaction,119.3,22.49,44.7,287.4,70.1,125.5,32.61,1,1,LOW
396,29.7,121.8,47.8,9.7,Frozen,Earth Excavation,198.6,23.9,79.1,42.7,10.4,43.3,17.89,1,1,LOW
397,70.7,289.9,79.8,26.6,Muddy,Demolition,127.9,34.26,73.0,216.9,52.9,71.9,41.88,1,1,LOW
398,75.3,308.7,97.3,38.9,Dry,Grading,195.5,25.93,84.5,224.2,54.7,101.2,17.99,1,1,LOW
399,78.2,320.6,97.9,24.7,Muddy,Earth Excavation,186.8,32.43,101.0,219.6,53.6,84.0,6.39,1,1,LOW
400,36.2,148.4,82.4,12.4,Frozen,Earth Excavation,32.6,28.98,15.7,132.7,32.4,43.5,43.73,1,0,LOW
401,8.8,36.1,41.6,27.3,Muddy,Trenching,187.1,26.67,83.2,0.0,0.0,11.5,22.01,0,0,CRITICAL
402,32.3,132.4,79.4,7.2,Frozen,Demolition,294.6,33.5,164.5,0.0,0.0,33.6,37.08,0,0,CRITICAL
403,25.9,106.2,87.1,34.5,Dry,Trenching,146.3,28.62,69.8,36.4,8.9,31.5,23.41,0,1,HIGH
404,70.0,287.0,77.3,31.0,Wet,Trenching,124.1,28.81,59.6,227.4,55.5,84.7,2.76,1,1,LOW
405,46.1,189.0,65.4,14.8,Frozen,Trenching,184.6,28.6,88.0,101.0,24.6,56.2,12.01,1,1,LOW
406,77.9,319.4,61.8,20.2,Wet,Material Loading,248.2,22.17,91.7,227.7,55.5,122.5,16.38,1,1,LOW
407,94.3,386.6,78.3,22.3,Dry,Compaction,148.2,21.01,51.9,334.7,81.6,156.4,21.01,1,1,LOW
408,35.2,144.3,46.0,21.6,Frozen,Earth Excavation,134.9,24.1,54.2,90.1,22.0,50.9,28.07,1,1,LOW
409,8.4,34.4,76.0,23.3,Dry,Earth Excavation,89.9,25.24,37.8,0.0,0.0,11.6,6.37,0,1,HIGH
410,31.1,127.5,63.3,26.2,Muddy,Earth Excavation,65.3,28.72,31.3,96.2,23.5,37.7,5.13,1,1,LOW
411,36.3,148.8,71.8,13.9,Wet,Earth Excavation,283.6,27.06,127.9,20.9,5.1,46.7,5.86,0,1,HIGH
412,18.9,77.5,96.9,29.7,Muddy,Grading,296.3,30.65,151.4,0.0,0.0,21.5,4.88,0,1,HIGH
413,24.4,100.0,76.1,21.8,Dry,Material Loading,280.7,22.68,106.1,0.0,0.0,37.5,7.89,0,1,HIGH
414,41.0,168.1,77.6,43.7,Muddy,Earth Excavation,278.4,31.98,148.4,19.7,4.8,44.7,28.61,0,1,HIGH
415,19.2,78.7,70.9,31.9,Dry,Material Loading,63.4,22.22,23.5,55.2,13.5,30.1,12.58,1,1,MEDIUM
416,8.3,34.0,81.1,45.0,Muddy,Earth Excavation,65.1,32.92,35.7,0.0,0.0,8.8,33.87,0,0,CRITICAL
417,61.0,250.1,79.7,28.5,Wet,Material Loading,215.2,24.52,87.9,162.2,39.6,86.7,29.92,1,1,LOW
418,58.5,239.8,91.2,31.7,Frozen,Material Loading,110.0,25.57,46.9,192.9,47.0,79.7,4.75,1,1,LOW
419,6.1,25.0,97.2,13.9,Dry,Compaction,67.2,23.18,26.0,0.0,0.0,9.2,14.54,0,0,CRITICAL
420,35.8,146.8,86.3,43.3,Muddy,Demolition,63.0,38.42,40.3,106.5,26.0,32.5,38.95,1,0,LOW
421,91.8,376.4,70.0,18.5,Muddy,Earth Excavation,23.3,28.98,11.3,365.1,89.0,110.4,12.77,1,1,LOW
422,80.7,330.9,96.2,9.0,Muddy,Grading,92.0,30.47,46.7,284.2,69.3,92.3,27.38,1,1,LOW
423,31.9,130.8,73.3,12.3,Wet,Material Loading,202.2,24.1,81.2,49.6,12.1,46.1,6.85,1,1,LOW
424,53.0,217.3,87.5,31.2,Muddy,Compaction,220.5,24.91,91.5,125.8,30.7,74.1,43.82,1,1,LOW
425,31.4,128.7,45.8,29.3,Dry,Earth Excavation,87.6,21.51,31.4,97.3,23.7,50.9,3.51,1,1,LOW
426,20.2,82.8,75.4,36.6,Frozen,Compaction,106.7,23.79,42.3,40.5,9.9,29.6,27.67,0,1,HIGH
